"","True Beta","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"",-2.42302505705641,-2.39534337888864,-2.3279509736455,-2.30605266549196,-2.34427272163113,-2.53065158521074,-2.37189147607399,-2.31770906670991,-2.46020504106179,-2.45641980467642,-2.46042018330771,-2.45573719167004,-2.16289614666185,-2.29246746980892,-2.28873220292968,-2.34351229861978,-2.26911418715451,-2.40672944639642,-2.44687262943896,-2.35051255818566,-2.46658794576903,-2.21097496533757,-2.15612227209127,-2.46349966920183,-2.37368913766439,-2.28817435933217,-2.27645058709243,-2.43271154385157,-2.42411576893326,-2.28985418587343,-2.21878588880973,-2.41638758372453,-2.47633692725249,-2.32524917897003,-2.33136707882258,-2.24297312536132,-2.19842916082665,-2.36192091568543,-2.29470678291494,-2.35457910680094,-2.33034622746566,-2.4429336321451,-2.30475356350557,-2.34895837827141,-2.41870714916831,-2.25798492898585,-2.39881156919787,-2.38990894693542,-2.35517162597226,-2.3659635755697,-2.35102259580033,-2.34131809763686,-2.38976347968771,-2.23266914954466,-2.44349409215005,-2.29083183448448,-2.42323834578802,-2.30178389324002,-2.36042142695144,-2.45348051457623,-2.37420618512914,-2.27028177066442,-2.24862812205094,-2.29977753654179,-2.30124535201417,-2.36233868642025,-2.39829789497012,-2.2810336222111,-2.29003147017896,-2.3930222895926,-2.36910270445167,-2.37004803668584,-2.24179722232474,-2.30716967592182,-2.49549760304846,-2.27019488623454,-2.37191522063153,-2.31849256301423,-2.30248060426027,-2.3372007576779,-2.41567285747082,-2.42812433926957,-2.2250293870068,-2.30885683943377,-2.34978128293201,-2.38937803016576,-2.32404866913879,-2.36654107110404,-2.33270964792029,-2.38811285846096,-2.22562207291953,-2.22882743340327,-2.24301418149906,-2.30463807838063,-2.31780501766669,-2.35078775344302,-2.37398774887009,-2.33706435760088,-2.2409231567485,-2.36941471863299,-2.31527212825
"",0,0,0,-0.0117412005395369,0,0,0,-0.00655537783170491,0,0,-0.0436334379475909,0,-0.0636607491455815,0,0,0,0,0,-0.105121028939247,-0.0911398167444392,0,-0.0936992296372744,0,0,-0.0171595471985626,0,0,0,0,-0.0121633200577802,0,-0.000760488580610925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0655749735461809,0,0,0,0,0.044657800560683,0,0,-0.0416894804872463,0,0,0,0,-0.0448609422820387,0,0,0,0,0,0,-0.000776884329533978,-0.0131488675701901,-0.0689558093663565,0.0548033843799827,0,0,0,0,-0.0313103021286465,0,0,0,0,-0.0482831714658529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000938803067046535,0,0,-0.0522882976985131,0
"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0460666801475435,-0.106572322206512,-0.0506033352760688,-0.0250494773852387,0.0431526863924577,0.0576916475492875,0,0,0,0,0.0234711285263753,0,0,0,-0.0147147496278062,0,0,0,0,0,0,-0.0301876039831675,-0.0475750692312737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0937473933192172,0,0,0,0,0,0,0,0,0,0,0,0,-0.118613584699341,0,0,0.149513038082372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",0,0,0,0,0.0631019315944508,0,0,0,0,0,-0.0097385687209026,0,0,0,0,0,0,0,0,0.0631182549049205,-0.00225382817088042,0,-0.0150014378673865,0,0,0,0,0,0,0,0,0,0,0,-0.131196497575429,0,0,0,0,0,0,0,0,-0.100530026398892,0,-0.0260106762578547,0,0,0,0,0,0,0,0,0,0,0.0151937837764634,0,0,0,0,0,0,0,0,0,0.043761161325127,0,0,0,0,0,0,0,0,-0.101596179860243,-0.00184329386496175,0,0,0,0,-0.0314987863536153,0,0,0,0,-0.0469817001089564,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",0,0,0,0,-0.0704836535785602,0,0,0,0,0,-0.0368195349350085,0,0,0,0,0.0826600119536788,0,0.113405639290002,0,-0.0829962451169953,0,0,0,0,-0.0381541183467974,-0.0397068923884948,0,0,0,0,0,0,0,-0.0427251687912193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00302057990376439,0,0,0,0,-0.00354580730933337,0,0,0,0,0,0,0,0,0,0,0,0.0522647272700201,0,0,0,0,0,0,-0.0212611535218226,0,0,0,0,0,0,0,0,0,0,0,0,0.00763875171359043,0,0,0,0,0,0,-0.00625153593796936,0,0,0,-0.0203549115292704,0
"",0,0,0,-0.0281780978771904,0,0,0,0,0,0,0,-0.03301033101722,0,0,0,0,0,0,0,-0.126933377424154,0,0,0,0,0,0,0,0,0,0,-0.0257476467388763,0,0.0285517837680716,0,0,-0.0202205864414408,0,-0.106892188969202,0,0,0,0.058035087859155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00474519178562594,-0.0755992179210976,0,0,0,0,0,0,0,0,0,0,0.0668300608572032,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133256155934196,0,0,0,-0.141309077251819,0,-0.0438051247883806,0,-0.071896296140562,0,0,0,0,0
"",0,-0.0381532800124806,0,0,0,0,0,0,-0.0343134166269299,0,0,0,0,-0.00867807973651163,0,0,0,-0.0815857427094057,0,-0.0623296327152794,0,-0.00690882854587925,0,0,0,-0.0150305583259529,0,0,0,0,0,0,-0.0219549273485377,0,0,0,0,0,0,-0.00322890527144409,0,0,0,-0.00210482261887442,0,0,0,0,0,0,0,0,-0.149498480640539,0,0,0,0,0,0,0,0,0,-0.0136346447893668,0,0,0,0,-0.0489997233605005,0.022325026168388,-0.00951934191348986,0.0325232258484961,0,0,-0.0531682382139644,0,0,0,0,0,0,0,0,-0.0532937365804475,-0.0438182198809291,-0.0156051274626806,0,0,0,0,0,0,0,0,0,-0.118531430964781,0,0,0,0,0,0
"",0,0,0,0,0,0,0,-0.022738713488119,0,0,0,0,0,-0.0865984775407642,0,-0.0456958260023191,-0.0584312564646535,0,0.0262106821239953,0,-0.0509510799728386,0,-0.000904612830853959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0309738078685306,0,0,0,0,0,0,0,0,0,-0.0780007399632576,0,0,-0.0411804613454631,0,0,0,0,0.0347074180690004,0,-0.0239893578913997,0,0,0.0308545634640101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0651947730813291,0,0,-0.0316647081307213,0,0,0,-0.00231929893456491,-0.00759485591124653,0,0.00794028994837342,0,0,0,0,0,0,0,0,0,0,0,0
"",-0.86314721074626,-0.821952768076535,-0.705398885782355,-0.772020736141335,-0.868618087700395,-0.812115346398618,-0.840264179877972,-0.873667007635915,-0.84416304288474,-0.642390225019348,-0.681764707075285,-0.813599635778609,-0.752719135411769,-0.68431326050339,-0.675355719552996,-0.726807294479258,-0.892266672934861,-0.779019923545053,-0.822148440546863,-0.710200196251675,-0.953867802696747,-0.759308359239379,-0.678932677837433,-0.722449070268255,-0.842471429265291,-0.779038513133216,-0.902957845371114,-0.868466531506937,-0.669142207743518,-0.869991457530851,-0.755224423228374,-0.680093877223268,-0.780594721510451,-0.723559462881462,-0.744710323623251,-0.720675852479007,-0.727235481201239,-0.641811729728966,-0.79674776256617,-0.666198583518413,-0.725930628043908,-0.835936775547259,-0.631501986248282,-0.800344897337582,-0.840593825755995,-0.808119434657241,-0.834567396456175,-0.871861841049356,-0.788694662985079,-0.948896329888631,-0.791553774168772,-0.751833764889074,-0.824505754431364,-0.923596749235394,-0.724703398315214,-0.863150839404891,-0.810813582825014,-0.694011072470697,-0.665862957304161,-0.613751903594402,-0.717133392922619,-0.648270311594772,-0.858810803726108,-0.830451308846521,-0.861332452561409,-0.887817126224535,-0.858230132132468,-0.808461282744525,-0.690880392015828,-0.766204116550489,-0.816149318595116,-0.79102459245979,-0.780912954915408,-0.880316534777116,-0.814839729173058,-0.756123767131789,-0.831789176281235,-0.716145035558628,-0.822072788112549,-0.73661142008564,-0.854574680438195,-0.752149884578631,-0.90561258284677,-0.947093525461513,-0.774996863138699,-0.784121313086649,-0.816492314807176,-0.704216608599463,-0.809029004626779,-0.742995410844091,-0.847004644120738,-0.727645696248538,-0.619433071004216,-0.690866654068817,-0.886232865933041,-0.79457751358638,-0.781769477381946,-0.807883598517952,-0.77042069212098,-0.801665610455001,-0.732803833819202
"",0,0,0,0,-0.00227337018605506,0,-0.0022030180991239,0,0,-0.129139495710449,0,0,0,0,0,0,0.0323131636828294,0,0,0,0,0,0,0,0,0.0953881183189594,0,0,0,0,0,0,-0.0541515705442603,-0.00583123512550097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0581547472737343,0.120846443697892,0,0,-0.0269642072962175,0,0,0,-0.0173382556163969,0,-0.0492122407398918,-0.0630803364048271,0,0,0,0,0,0,-0.0853555576317719,0,0,0,-0.0683732686065091,0.130778094981517,0,0,0,-0.00816610323525271,0,0,0,0,0,0.0481080714292073,0,-0.0326981406490111,0,0,0,0,-0.0783389197371204,0,-0.0222094288307434,0,0,0
