"","True Beta","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"",-2.42302505705641,-1.27548011839827,-2.33760277697183,-1.68251936254837,-1.70011196110726,-2.09943641308265,-2.24060280053623,-1.84580283687764,-1.86107369385331,-1.73431720450944,-1.7118721890194,-2.61167611214343,-2.1997915624732,-2.26468651587961,-1.1530946213975,-2.67571737708557,-1.85321813872993,-1.84888710480507,-1.7446283483862,-1.57912290327094,-2.25718514613176,-1.73701680391057,-0.955425227308343,-2.30039428079266,-2.32039819742821,-2.18501705230662,-2.27227955867882,-2.35342683314622,-1.73423426105325,-1.89832082744201,-1.87165187343343,-1.99933836180102,-1.73639988394775,-1.82572724214394,-2.01315067579262,-1.59036450251898,-2.52000312095052,-2.39035521927794,-1.92151828750189,-2.04966551324821,-1.73101835722615,-1.38034450733899,-1.76929570769994,-1.89893052866171,-2.22613968807141,-2.06415526680319,-1.67401217331849,-2.5269370515991,-1.30475290855468,-2.19334750682022,-2.4325665539141,-2.28451630317943,-1.76804737603647,-1.85481456805662,-1.83770768381962,-1.38538949801691,-2.12650695027633,-1.45839424884187,-1.83550125102435,-2.25649679302007,-1.91074080068407,-1.683237360517,-1.95569829954617,-1.78051336179015,-2.01308220639342,-2.04007813255783,-2.28439668747771,-1.75710717380303,-2.28336124447928,-1.35837095969939,-1.57834474150445,-2.02863525870703,-1.82477397295248,-2.02044708150237,-2.04258345353933,-1.34108838426237,-2.74947688043014,-1.86409544242057,-2.90299699229902,-1.63631563598199,-1.05694357066969,-2.30619721293727,-2.29189723003272,-2.19135536520609,-1.77758096316551,-1.67449563174849,-1.57732829820069,-2.28424127772489,-1.93158554890634,-1.83345220695388,-1.79436443918967,-1.23870144498892,-1.68232195495474,-1.46333707721402,-1.70207297291276,-3.04774062064077,-1.97512162491008,-1.67648565760979,-1.84335990959201,-2.01426975247977,-1.6357479466238
"",0,0,0,0,0,0,0,0,0,0,0,0,0,0.167590460965165,0,0,0,0,0,0,0,0,0,0,0,0,-0.0879890727715029,0,0,-0.0368824691426131,0,0,0,0.018590819509247,-0.106350324205177,0,0,0,0,-0.256003462095296,0.228629262528385,0,0,0,-0.227251724256489,0,0,0,0,0,0,0,0,0,0.00319728301876266,-0.739733896303179,0,0,0,0,0,0.0429784863513718,0,0,0,0,0,0,0,0,0,0,0,0,-0.325188602146016,-0.0460213901873896,0,0.00692588974378737,0,0,0.189168320334526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998538318205837,0,0,0,0,0
"",0,0,0,-0.0541091804889362,0,0,-0.631390726718082,0,0,0,0,0,0,0,0,0.0792946897889983,0,0,0,0,0,0,0,0,-0.389374980382981,0,0,0,0,0,0,-0.180201541396809,0,0,0,0,-0.176261707509586,0,0,0.282247154473693,0,0,-0.050640856838714,0,0,0,0,0,0,0,-0.301742481999463,0,0.0449973811990169,0,0,0.00815702565170277,0.0945123299910976,0,0.110287789095298,0.203680499900905,-0.051879254896703,0,0,-0.00130818162093061,0.262036031938909,0,-0.114962262491619,0,0,0,0,0,0,0,0,0,-0.169497706117826,0.0168817569517678,0.0983579442788803,0,0,0,0,-0.449282115487293,0,0,-0.407210704604682,0,0,0.250865182349974,0,0,0,0,0,0,0.083722151058052,0,0,0,0
"",0,0,0,0,0,0,0,0,0,-0.179307868287621,0,0,-0.0152853111978382,0,0,-0.211003637507809,0,0,-0.545190207664604,0,0,0.399435039104628,0,0,0,0.602149379052479,0,0,0.396311117476761,0,0,0,0,0,-0.446822732542166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.045232942068288,0,0,0,0,-0.270628970037314,0,0,0,-0.534905081425822,0,0,0,0,0,0.0160099023439828,-0.113184354822314,0,0,0,0,0,0,0,0,0.179942403979505,-0.0993341624845068,-0.00563758668752011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226321874549792,0,0,-0.21935824323443,0,0.109643810272305
"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227061789795919,0,0,-0.231233622666979,0,0.323507916473537,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0449786555474467,0,-0.0524657052587183,-0.0896556141421602,0,0,0,-0.0412551123073124,0,-0.452700596726407,0,0,0.0235872064818946,0,0,0.214757673445772,0,0,-0.50980227792801,0,0,0,0,0,0,0,0,-0.101910288118328,0.119269479529064,0,0,0,0.0222194169931854,0,0.0395173468132149,0,0,0,0,0,0,0.0851558451682981,0,0.00644391629607549,0,0.00571945782886043,-0.0441379614799069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217994950176718,0,-0.116588645535216,0,0
"",0,0,0,0,0,-0.143878151279983,0.200003790772096,0,-0.226210235697166,0.0149684547276433,0,0,0.182902346058952,0,0,0,0,0,0,0,0,0,0,-0.504392119755273,0,-0.118595231911774,0,0,0,0,-0.0725535271484973,0,0,-0.345406380858185,0,0,0,0,0,0,0,0,0,0,0.0428403180391366,0,0,0,0,0,0,0,0.189135488509766,0,0,0,0,0,-0.577549794666616,0,0,0,-0.137463079518772,0,0.379906587792396,0,0,0,0,0,0,0,0,0,0,0,0,0.400104614703716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.227539926226605,0,0,0,0,0
"",0,0,0,-0.00907090757881276,0,0,0,0.020860036022521,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653050369547711,0,0.161083426815279,0,0,-0.111181732571369,0,-0.0318918006392011,0,0,0,0,0,-0.36589862459378,0.168767472867621,-0.0117966660952113,0,0,0,0,0,0,0,0,0,-0.564023477928152,0,0,0,0,0,0,0,0,0,0,0,0.00205265150401174,0.226876327319209,0,0,0,0,-0.00425613028445756,0.171993185766763,0,0,0,0,0,0,0,0,-0.479094855214671,0,0,-0.182862189370462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0330519403071695,0,-0.00514505194368274,0
"",0,0,0,0,0,0,0,0,0,0,0,0,0.20356990826496,0,0,0,0,0,0.233911145193912,0.021426273133099,-0.078371466178878,0,0,0,0,0.0316792160758299,0,0,0,0,0,0,0,0,-0.129125531294194,0,0.176496370399182,0,-0.025034755348435,0,0,-0.090385327741362,0,0,0,0,0,0,0,0,0,0.0738948236068234,0,0,0,0.30173874309875,0,0,0,0,0,-0.0835257356497515,0,0,0,0,0.188731758271735,0,0,0,0,0,0.134716209762926,0,0,0.0700421127333591,0,0.159128415257655,0,0,0,0,0,0,0,0,0,-0.242947210944525,0,0,0,0,0,0,0,-0.201681509897421,0,0,0,0,0
"",-0.86314721074626,-0.173430415168731,-0.313300386666717,-0.729642210955827,-0.391443129655641,-0.0744237459059898,-0.258084220512527,-0.338557468532766,-0.449225683737567,-0.997388316294624,-0.0727868176638121,-0.663141294133941,0,-0.783362779603673,-0.352167648139516,-0.291999322619684,-0.367188702045306,-0.353634537752405,-0.519463790373368,-0.524671548084423,-0.448566425785806,-0.438068474049998,-0.331546131903316,-0.923604489165727,-0.802967546646275,-0.894959106961921,-0.220911507440992,-0.179138179224682,-0.32251038902974,-0.316575693423458,-0.587913890801288,-1.00785639935006,-0.130085380912671,-0.322114103681066,-0.93295453084695,-0.560562812190057,-0.230031739166222,-0.273800559691166,-0.101749516651783,-0.191487088552629,-0.842293075333665,-0.352851184202984,-0.404291467404686,-0.793138883466262,-1.23372068811836,-0.263401140868963,-0.197354789929154,0,-0.0155010156148055,0,-0.327594795245821,-0.663156102559897,-0.328288030964076,-0.395349941011998,-0.527944976179223,-1.18124855739666,-0.800722291368903,-0.605603339896662,-0.521229291213738,-0.429474882627966,-0.634044951324288,-0.6332551482798,-0.992621027089403,0,-0.39383058799849,-0.0825058700774318,-0.577042470521605,-0.752124500617398,-0.404497169936972,-0.310771151202244,-0.928474590695251,-0.295957807907237,-0.361142635281725,-0.34132118321243,0,-0.426193570226393,-0.587795883774029,-0.889913839595416,-0.602742536974077,-0.240923684359701,-0.449029100177339,-0.128631311890514,-0.320920887080914,-0.493166989799709,-0.299227552598436,-0.0960147292105012,-0.769820039800313,-0.377534518456861,-0.142775067364226,-0.371247444085464,-0.606767640117282,-0.0399311709574023,-0.216818881559168,-0.643751443028728,-0.0457494056438621,-0.694912745903683,0,-0.354871924597353,-0.28652732695693,-0.829417370895088,-0.491101764390353
"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694789910202601,0.069712287954514,0,0,0,0,0,0.234426990779833,0,0,0,0,0,0,0,0,-0.312021671143732,0,0,-0.161591483040465,0,0,0.224156870456451,0,0.140069995341842,0,0,0,0,0,0,0.359139976862086,0,0.122667144495262,0,0,0,0,0,0,0,0,0,0,0,0,0.697253327997035,0,0,0,-0.0425812679349189,0,0,0,0,0.0226548010136262,0,0,0,0,-0.570322687266712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735075775922994,0,0,0,0,0
